2014-11-28T11:10:46+10:00 0.1 114
2014-12-11T12:15:03+10:00 0.2 133
2015-01-23T14:00:29+10:00 0.3 248
2015-04-23T10:08:44+10:00 0.4 317
2015-05-14T09:18:51+10:00 0.5 361
2015-05-27T16:56:10+10:00 0.6 365
2015-06-25T17:36:05+10:00 0.7 377
2015-10-02T16:32:49+10:00 0.8 388
2015-12-08T10:48:06+10:00 0.9 460
2015-12-16T16:22:47+10:00 0.10 752
2016-02-23T14:16:37+10:00 1.0 802
2016-03-03T10:24:49+01:00 1.1 815
2016-03-17T09:21:34+10:00 1.2 845
2016-05-18T15:55:23+10:00 1.3 938
